shape1,shape2,iou,clip,color,edge,hash
Saudi Arabia,Slovenia,0.597461,0.597461,0.485492,0.055273,0.53125
Senegal,Slovenia,0.659039,0.659039,0.719516,0.005803,0.65625
Seychelles,Slovenia,0.772325,0.772325,0.912881,0.020693,0.5625
Sierra Leone,Slovenia,0.73474,0.73474,0.900026,0,0.625
Singapore,Slovenia,0.689074,0.689074,0.855347,0.058675,0.40625
Sint Maarten,Slovenia,0.807915,0.807915,0.816827,0,0.625
Slovakia,Slovenia,0.898346,0.898346,0.917694,0.084625,0.59375
Solomon Islands,Slovenia,0.727203,0.727203,0.802196,0.033895,0.4375
Somalia,Slovenia,0.679076,0.679076,0.460109,0,0.53125
South Africa,Slovenia,0.655334,0.655334,0.800756,0.030264,0.59375
South Carolina,Slovenia,0.57036,0.57036,0.709414,0.039793,0.5
South Dakota,Slovenia,0.530992,0.530992,0.556865,0.023299,0.59375
South Korea,Slovenia,0.673539,0.673539,0.938923,0.039601,0.78125
South Sudan,Slovenia,0.6641,0.6641,0.904397,0.021235,0.625
Spain,Slovenia,0.656579,0.656579,0.569352,0.073226,0.5
Sri Lanka,Slovenia,0.6483,0.6483,0.820033,0.020026,0.46875
Sudan,Slovenia,0.749065,0.749065,0.918772,0.140763,0.4375
Suriname,Slovenia,0.669128,0.669128,0.744176,0.003079,0.5
Switzerland,Slovenia,0.706076,0.706076,0.221199,0,0.53125
Syria,Slovenia,0.700838,0.700838,0.903706,0.063567,0.4375
Taiwan,Slovenia,0.750157,0.750157,0.26458,0.083525,0.25
Tajikistan,Slovenia,0.729727,0.729727,0.904229,0.013015,0.53125
Tennessee,Slovenia,0.65987,0.65987,0.629511,0.018248,0.5
Texas,Slovenia,0.658322,0.658322,0.83335,0.025172,0.75
Thailand,Slovenia,0.830709,0.830709,0.902701,0,0.625
The Bahamas,Slovenia,0.748584,0.748584,0.8396,0.092708,0.546875
Togo,Slovenia,0.68979,0.68979,0.689953,0.048078,0.53125
Tonga,Slovenia,0.786903,0.786903,0.763772,0.064614,0.40625
Trinidad and Tobago,Slovenia,0.704608,0.704608,0.766353,0.015392,0.5
Tunisia,Slovenia,0.657015,0.657015,0.510315,0.014258,0.53125
Turkey,Slovenia,0.673982,0.673982,0.477076,0.027338,0.46875
Turkmenistan,Slovenia,0.6702,0.6702,0.489547,0.091961,0.65625
Turks and Caicos Islands,Slovenia,0.72913,0.72913,0.783005,0.089949,0.5
Tuvalu,Slovenia,0.640131,0.640131,0.798981,0.08134,0.625
Uganda,Slovenia,0.608174,0.608174,0.827652,0.007761,0.5
Ukraine,Slovenia,0.795411,0.795411,0.680003,0,0.609375
United Arab Emirates,Slovenia,0.71167,0.71167,0.915774,0.10209,0.53125
United Kingdom,Slovenia,0.735743,0.735743,0.951309,0.090028,0.46875
United Republic of Tanzania,Slovenia,0.696738,0.696738,0.81917,0.007224,0.5625
United States of America,Slovenia,0.717002,0.717002,0.888656,0.057933,0.625
United States Virgin Islands,Slovenia,0.680289,0.680289,0.932284,0.081421,0.5
Uruguay,Slovenia,0.727926,0.727926,0.894169,0.060642,0.5
Utah,Slovenia,0.69355,0.69355,0.585221,0.035105,0.5
Uzbekistan,Slovenia,0.741154,0.741154,0.892115,0.26492,0.3125
Vanuatu,Slovenia,0.660783,0.660783,0.841127,0.033262,0.53125
Vatican,Slovenia,0.659126,0.659126,0.632323,0.027837,0.375
Venezuela,Slovenia,0.702839,0.702839,0.732761,0.007676,0.53125
Vietnam,Slovenia,0.703027,0.703027,-0.001474,0,0.5625
Virginia,Slovenia,0.625556,0.625556,0.612224,0.044549,0.625
Wallis and Futuna,Slovenia,0.773069,0.773069,0.53567,0.01156,0.40625
Washington,Slovenia,0.640215,0.640215,0.624879,0.010106,0.59375
West Virginia,Slovenia,0.706125,0.706125,0.9696,0.01476,0.53125
Western Sahara,Slovenia,0.688258,0.688258,0.917871,0.105772,0.5625
Wisconsin,Slovenia,0.505919,0.505919,0.516641,0.016392,0.5
Wyoming,Slovenia,0.627862,0.627862,0.662771,0.026921,0.5625
Zambia,Slovenia,0.685316,0.685316,0.566491,0.002846,0.53125
Zimbabwe,Slovenia,0.60088,0.60088,0.88936,0.056955,0.53125
Andorra,Solomon Islands,0.604426,0.604426,0.533738,0.047521,0.46875
Armenia,Solomon Islands,0.74653,0.74653,0.840657,0.45786,0.515625
Cambodia,Solomon Islands,0.634087,0.634087,0.801212,0.061114,0.5625
District of Columbia,Solomon Islands,0.642574,0.642574,0.825488,0.303393,0.46875
Guam,Solomon Islands,0.674676,0.674676,0.86036,0.039614,0.46875
Iran,Solomon Islands,0.598422,0.598422,0.797665,0.049945,0.5625
Marshall Islands,Solomon Islands,0.827587,0.827587,0.892548,0.043405,0.6875
Mississippi,Solomon Islands,0.691013,0.691013,0.782729,0.076199,0.5
Qatar,Solomon Islands,0.649863,0.649863,0.378775,0.009565,0.53125
Somalia,Solomon Islands,0.732213,0.732213,0.416619,0.009892,0.5625
United States Virgin Islands,Solomon Islands,0.680011,0.680011,0.851692,0.083749,0.4375
Vatican,Solomon Islands,0.562883,0.562883,0.572907,0.054022,0.4375
Zambia,Solomon Islands,0.742135,0.742135,0.51314,0.045377,0.53125
Andorra,Somalia,0.627274,0.627274,0.305554,0.110569,0.4375
Armenia,Somalia,0.731669,0.731669,0.423555,0.00448,0.484375
Cambodia,Somalia,0.609863,0.609863,0.348586,0.113447,0.46875
District of Columbia,Somalia,0.666478,0.666478,0.473408,0.009972,0.53125
Guam,Somalia,0.701722,0.701722,0.358434,0.066429,0.375
Iran,Somalia,0.614144,0.614144,0.457332,0.034652,0.5
Marshall Islands,Somalia,0.729762,0.729762,0.393113,0.016478,0.5
Mississippi,Somalia,0.703611,0.703611,0.388068,0.011917,0.53125
Qatar,Somalia,0.656461,0.656461,0.216916,0.004748,0.46875
United States Virgin Islands,Somalia,0.726889,0.726889,0.484599,0.26718,0.53125
Vatican,Somalia,0.524502,0.524502,0.328279,0.022153,0.59375
Zambia,Somalia,0.667387,0.667387,0.293959,0.420314,0.5625
Alabama,South Africa,0.675833,0.675833,0.806388,0.029018,0.46875
Aland,South Africa,0.687971,0.687971,0.537474,0.126833,0.59375
Alaska,South Africa,0.629431,0.629431,0.32565,0.020032,0.59375
American Samoa,South Africa,0.640208,0.640208,0.792342,0.060681,0.53125
Andorra,South Africa,0.62799,0.62799,0.654772,0.065422,0.46875
Angola,South Africa,0.669822,0.669822,0.760881,0.295311,0.59375
Argentina,South Africa,0.699708,0.699708,0.68204,0.028079,0.625
Arizona,South Africa,0.53734,0.53734,0.435393,0.137582,0.53125
Arkansas,South Africa,0.572422,0.572422,0.603768,0.039051,0.5
Armenia,South Africa,0.699278,0.699278,0.737609,0.01635,0.515625
Aruba,South Africa,0.669403,0.669403,0.423515,0.045808,0.375
Australia,South Africa,0.763227,0.763227,0.689534,0.05495,0.46875
Austria,South Africa,0.660303,0.660303,0.660017,0.321149,0.5
Azerbaijan,South Africa,0.603224,0.603224,0.745459,0.016478,0.46875
Bahrain,South Africa,0.651446,0.651446,0.702948,0.024943,0.484375
Bangladesh,South Africa,0.656555,0.656555,0.818375,0.02482,0.65625
Belarus,South Africa,0.680139,0.680139,0.70596,0.050507,0.46875
Belgium,South Africa,0.665636,0.665636,0.608042,0.020026,0.4375
Benin,South Africa,0.734118,0.734118,0.551957,0.016067,0.40625
Bermuda,South Africa,0.683517,0.683517,0.718018,0.073651,0.4375
Bolivia,South Africa,0.745895,0.745895,0.530437,0.024279,0.53125
Brazil,South Africa,0.706976,0.706976,0.001386,0.034035,0.53125
British Indian Ocean Territory,South Africa,0.66537,0.66537,0.818882,0.078018,0.53125
Bulgaria,South Africa,0.679809,0.679809,0.882461,0.011579,0.5625
Burkina Faso,South Africa,0.717822,0.717822,0.495795,0.041963,0.46875
Burundi,South Africa,0.73133,0.73133,0.775534,0.042395,0.5
Cabo Verde,South Africa,0.721201,0.721201,0.641945,0.031192,0.5
Cambodia,South Africa,0.591741,0.591741,0.607199,0.063753,0.375
Cameroon,South Africa,0.667404,0.667404,0.719561,0.044077,0.5
Canada,South Africa,0.684785,0.684785,0.770331,0.041568,0.4375
Cayman Islands,South Africa,0.700458,0.700458,0.706761,0.071952,0.4375
Central African Republic,South Africa,0.774766,0.774766,0.741967,0.093934,0.53125
Chile,South Africa,0.660107,0.660107,0.721372,0.252431,0.53125
China,South Africa,0.634878,0.634878,0.38515,0.289922,0.53125
Colombia,South Africa,0.649775,0.649775,0.535075,0.039941,0.515625
Colorado,South Africa,0.556284,0.556284,0.648231,0.068875,0.46875
Comoros,South Africa,0.743897,0.743897,0.768841,0.025808,0.4375
Connecticut,South Africa,0.647899,0.647899,0.442374,0.069992,0.59375
Cook Islands,South Africa,0.729163,0.729163,0.698641,0.064577,0.5625
Croatia,South Africa,0.619909,0.619909,0.802281,0.039661,0.625
Cuba,South Africa,0.658166,0.658166,0.788872,0.036686,0.5
Curaao,South Africa,0.718613,0.718613,0.429893,0.025192,0.5
Cyprus,South Africa,0.632548,0.632548,0.849529,0.032723,0.53125
Czechia,South Africa,0.654904,0.654904,0.755359,0.29222,0.5
Delaware,South Africa,0.577651,0.577651,0.47179,0.084069,0.59375
Democratic Republic of the Congo,South Africa,0.682673,0.682673,0.355674,0.051688,0.53125
Denmark,South Africa,0.71664,0.71664,0.493716,0.023439,0.5
District of Columbia,South Africa,0.525835,0.525835,0.824045,0.021651,0.4375
Djibouti,South Africa,0.695132,0.695132,0.712465,0.267113,0.4375
East Timor,South Africa,0.698664,0.698664,0.711843,0.015192,0.5625
Egypt,South Africa,0.649889,0.649889,0.816985,0.033647,0.65625
El Salvador,South Africa,0.675887,0.675887,0.720641,0.026998,0.53125
Equatorial Guinea,South Africa,0.719913,0.719913,0.72938,0.067767,0.625
Eritrea,South Africa,0.631274,0.631274,0.74554,0.057704,0.5
Estonia,South Africa,0.666221,0.666221,0.821012,0.024405,0.5
eSwatini,South Africa,0.755728,0.755728,0.656879,0.056858,0.59375
Federated States of Micronesia,South Africa,0.662874,0.662874,0.580719,0.043978,0.46875
Finland,South Africa,0.701614,0.701614,0.811913,0.025963,0.4375
Florida,South Africa,0.590228,0.590228,0.815208,0.210122,0.53125
France,South Africa,0.70771,0.70771,0.830063,0.243022,0.46875
French Polynesia,South Africa,0.677138,0.677138,0.742599,0.063034,0.625
French Southern and Antarctic Lands,South Africa,0.677375,0.677375,0.704616,0.076038,0.59375
Georgia,South Africa,0.676141,0.676141,0.813509,0.246991,0.59375
Georgia (state),South Africa,0.578177,0.578177,0.693592,0.06081,0.5
Germany,South Africa,0.678283,0.678283,0.769608,0.017505,0.5
Ghana,South Africa,0.785809,0.785809,0.579166,0.03607,0.375
Gibraltar,South Africa,0.609119,0.609119,0.822566,0.062449,0.53125
Greece,South Africa,0.682678,0.682678,0.730103,0.204809,0.5
Greenland,South Africa,0.698718,0.698718,0.762319,0.025797,0.4375
Grenada,South Africa,0.719585,0.719585,0.766657,0.027427,0.5
Guam,South Africa,0.634982,0.634982,0.625212,0.040855,0.46875
Guatemala,South Africa,0.660298,0.660298,0.680397,0.040021,0.5
Guernsey,South Africa,0.656176,0.656176,0.822682,0.052986,0.609375
Guinea-Bissau,South Africa,0.694527,0.694527,0.74018,0.031624,0.53125
Hawaii,South Africa,0.657957,0.657957,0.804169,0.079158,0.625
Heard Island and McDonald Islands,South Africa,0.763604,0.763604,0.689609,0.055096,0.5
Honduras,South Africa,0.71806,0.71806,0.758208,0.021199,0.46875
Hong Kong SAR,South Africa,0.634878,0.634878,0.38515,0.289922,0.53125
Iceland,South Africa,0.748242,0.748242,0.536946,0.028884,0.53125
Illinois,South Africa,0.604143,0.604143,0.851221,0.08302,0.53125
India,South Africa,0.748186,0.748186,0.732477,0.031768,0.65625
Indiana,South Africa,0.526141,0.526141,0.632347,0.030809,0.65625
Indonesia,South Africa,0.677074,0.677074,0.759772,0.039941,0.515625
Iowa,South Africa,0.559515,0.559515,0.781416,0.050771,0.46875
Iran,South Africa,0.627252,0.627252,0.796381,0.041749,0.53125
Iraq,South Africa,0.652543,0.652543,0.816709,0.030455,0.59375
Ireland,South Africa,0.713972,0.713972,0.801959,0.029948,0.53125
Italy,South Africa,0.689151,0.689151,0.740094,0.049833,0.484375
Jamaica,South Africa,0.831365,0.831365,0.796758,0.041892,0.53125
Japan,South Africa,0.689417,0.689417,0.842934,0.038373,0.40625
Jersey,South Africa,0.676427,0.676427,0.837658,0.024255,0.40625
Kansas,South Africa,0.557549,0.557549,0.533048,0.054659,0.5625
Kazakhstan,South Africa,0.654567,0.654567,0.632311,0.043909,0.59375
Kentucky,South Africa,0.623852,0.623852,0.618377,0.075709,0.4375
Kenya,South Africa,0.716821,0.716821,0.773473,0.149339,0.59375
Kosovo,South Africa,0.68279,0.68279,0.765217,0.07869,0.4375
Kuwait,South Africa,0.753565,0.753565,0.816683,0.103897,0.5625
Kyrgyzstan,South Africa,0.627092,0.627092,0.504216,0.048891,0.71875
Laos,South Africa,0.668657,0.668657,0.567111,0.040814,0.5
Latvia,South Africa,0.675763,0.675763,0.705683,0.019718,0.5
Lebanon,South Africa,0.673662,0.673662,0.746994,0.047931,0.40625
Lesotho,South Africa,0.726669,0.726669,0.846902,0.162218,0.34375
Liberia,South Africa,0.661598,0.661598,0.797417,0.05116,0.59375
Libya,South Africa,0.687962,0.687962,0.827278,0,0.625
Louisiana,South Africa,0.583314,0.583314,0.545295,0.067339,0.46875
Luxembourg,South Africa,0.738327,0.738327,0.769608,0.018736,0.46875
Madagascar,South Africa,0.732138,0.732138,0.740862,0.064363,0.46875
Maine,South Africa,0.605991,0.605991,0.4243,0.063824,0.5625
Maldives,South Africa,0.661629,0.661629,0.483242,0.036122,0.421875
Mali,South Africa,0.74157,0.74157,0.554938,0.086898,0.59375
Malta,South Africa,0.659402,0.659402,0.758237,0.279246,0.53125
Marshall Islands,South Africa,0.708896,0.708896,0.684532,0.051939,0.5625
Maryland,South Africa,0.446125,0.446125,0.799821,0.072936,0.5
Mauritania,South Africa,0.711361,0.711361,0.489268,0.054767,0.53125
Mauritius,South Africa,0.725856,0.725856,0.600764,0.044831,0.515625
Michigan,South Africa,0.570714,0.570714,0.468571,0.064019,0.5
Minnesota,South Africa,0.63217,0.63217,0.539345,0.073321,0.5
Mississippi,South Africa,0.6199,0.6199,0.675845,0.123455,0.53125
Moldova,South Africa,0.63999,0.63999,0.747383,0.064015,0.5
Monaco,South Africa,0.679277,0.679277,0.707815,0.001759,0.515625
Mongolia,South Africa,0.612443,0.612443,0.701943,0.038081,0.46875
Montana,South Africa,0.560014,0.560014,0.433872,0.050498,0.4375
Montenegro,South Africa,0.608851,0.608851,0.675504,0.056292,0.53125
Montserrat,South Africa,0.699657,0.699657,0.706549,0.060743,0.46875
Morocco,South Africa,0.667654,0.667654,0.382762,0,0.5625
Mozambique,South Africa,0.801852,0.801852,0.740638,0.03029,0.5
Myanmar,South Africa,0.685501,0.685501,0.641263,0.035876,0.46875
Namibia,South Africa,0.826412,0.826412,0.621929,0.14608,0.59375
Nauru,South Africa,0.687377,0.687377,0.637721,0.034402,0.46875
Nebraska,South Africa,0.541314,0.541314,0.556767,0.103598,0.5
Netherlands,South Africa,0.749016,0.749016,0.738731,0,0.53125
Nevada,South Africa,0.670951,0.670951,0.396875,0.056464,0.5
New Caledonia,South Africa,0.713435,0.713435,0.815491,0.071465,0.46875
New Hampshire,South Africa,0.564609,0.564609,0.464471,0.078662,0.46875
New Jersey,South Africa,0.627767,0.627767,0.422237,0.05396,0.375
New Mexico,South Africa,0.556657,0.556657,0.39101,0.063953,0.484375
New York,South Africa,0.658008,0.658008,0.672948,0.065672,0.5
New Zealand,South Africa,0.741444,0.741444,0.678768,0.058787,0.5625
Nicaragua,South Africa,0.660541,0.660541,0.703087,0.033289,0.5
Niue,South Africa,0.696941,0.696941,0.692748,0.060664,0.625
Norfolk Island,South Africa,0.623396,0.623396,0.754093,0.048464,0.40625
North Carolina,South Africa,0.602794,0.602794,0.755665,0.045368,0.5
North Korea,South Africa,0.644937,0.644937,0.732557,0.042359,0.53125
North Macedonia,South Africa,0.542856,0.542856,0.683088,0.046345,0.4375
Northern Mariana Islands,South Africa,0.52184,0.52184,0.697634,0.071047,0.53125
Norway,South Africa,0.741993,0.741993,0.545808,0.033933,0.53125
Ohio,South Africa,0.509747,0.509747,0.814701,0.034377,0.53125
Oklahoma,South Africa,0.526082,0.526082,0.438482,0.077216,0.46875
Oman,South Africa,0.655495,0.655495,0.780252,0.035354,0.5625
Oregon,South Africa,0.545343,0.545343,0.522177,0.075966,0.59375
Pakistan,South Africa,0.724704,0.724704,0.650877,0.169064,0.375
Palau,South Africa,0.683697,0.683697,0.488712,0.021349,0.53125
Palestine,South Africa,0.740567,0.740567,0.831233,0.018503,0.5
Papua New Guinea,South Africa,0.679341,0.679341,0.749012,0.041885,0.53125
Paraguay,South Africa,0.756491,0.756491,0.788304,0.023804,0.625
Pennsylvania,South Africa,0.621045,0.621045,0.485653,0.081357,0.4375
Peru,South Africa,0.711852,0.711852,0.662746,0.136244,0.484375
Philippines,South Africa,0.679566,0.679566,0.768256,0.072931,0.53125
Pitcairn Islands,South Africa,0.702262,0.702262,0.713882,0.079287,0.4375
Portugal,South Africa,0.666642,0.666642,0.517916,0.061171,0.5
Puerto Rico,South Africa,0.61576,0.61576,0.705303,0.281019,0.5
Qatar,South Africa,0.654418,0.654418,0.377995,0.062936,0.5
Republic of the Congo,South Africa,0.731228,0.731228,0.557648,0.198459,0.71875
Russia,South Africa,0.681992,0.681992,0.741755,0.038927,0.5625
Saint Lucia,South Africa,0.653788,0.653788,0.657647,0.018554,0.53125
Saint Pierre and Miquelon,South Africa,0.604752,0.604752,0.681281,0.093411,0.46875
Saint Vincent and the Grenadines,South Africa,0.733123,0.733123,0.550788,0.172933,0.625
San Marino,South Africa,0.660105,0.660105,0.740648,0.060663,0.46875
Saudi Arabia,South Africa,0.61477,0.61477,0.43887,0.231736,0.4375
Senegal,South Africa,0.729442,0.729442,0.555475,0.053204,0.5
Seychelles,South Africa,0.774882,0.774882,0.797449,0.041925,0.75
Sierra Leone,South Africa,0.736956,0.736956,0.737568,0.038927,0.53125
Singapore,South Africa,0.69286,0.69286,0.773737,0.283512,0.53125
Sint Maarten,South Africa,0.749016,0.749016,0.738731,0,0.53125
Slovakia,South Africa,0.639076,0.639076,0.742001,0.279427,0.625
Solomon Islands,South Africa,0.748655,0.748655,0.72549,0.044273,0.59375
Somalia,South Africa,0.635403,0.635403,0.415764,0.034165,0.53125
South Carolina,South Africa,0.597701,0.597701,0.458817,0.033877,0.46875
South Dakota,South Africa,0.56082,0.56082,0.50343,0.070326,0.625
South Korea,South Africa,0.664106,0.664106,0.849601,0.047368,0.46875
Sri Lanka,South Africa,0.67362,0.67362,0.778614,0.06927,0.625
Suriname,South Africa,0.72837,0.72837,0.672922,0.043053,0.5
Switzerland,South Africa,0.63662,0.63662,0.199658,0,0.46875
Syria,South Africa,0.615938,0.615938,0.817626,0.028859,0.5625
Taiwan,South Africa,0.658252,0.658252,0.238768,0.057432,0.5625
Tajikistan,South Africa,0.700561,0.700561,0.818039,0.034509,0.46875
Tennessee,South Africa,0.559776,0.559776,0.569209,0.031782,0.5625
Texas,South Africa,0.600319,0.600319,0.753767,0.071513,0.46875
Thailand,South Africa,0.692197,0.692197,0.739855,0.039903,0.53125
The Bahamas,South Africa,0.735118,0.735118,0.75945,0.051354,0.546875
Tonga,South Africa,0.682046,0.682046,0.690847,0.014516,0.5
Trinidad and Tobago,South Africa,0.737184,0.737184,0.693002,0.039341,0.4375
Tunisia,South Africa,0.632235,0.632235,0.461248,0.048454,0.65625
Turkey,South Africa,0.65043,0.65043,0.431158,0.058186,0.5625
Turkmenistan,South Africa,0.617244,0.617244,0.442465,0.090305,0.59375
Turks and Caicos Islands,South Africa,0.703156,0.703156,0.693793,0.068264,0.40625
Tuvalu,South Africa,0.66093,0.66093,0.707839,0.065877,0.46875
Uganda,South Africa,0.630687,0.630687,0.748603,0.049343,0.46875
Ukraine,South Africa,0.684054,0.684054,0.488599,0.039941,0.515625
United Arab Emirates,South Africa,0.715322,0.715322,0.828532,0.015203,0.625
United Kingdom,South Africa,0.737425,0.737425,0.804928,0.042714,0.46875
United Republic of Tanzania,South Africa,0.819814,0.819814,0.740851,0.032612,0.53125
United States of America,South Africa,0.664823,0.664823,0.802689,0.049923,0.5625
United States Virgin Islands,South Africa,0.601697,0.601697,0.843512,0.092908,0.53125
Uruguay,South Africa,0.727232,0.727232,0.808956,0.064261,0.5625
Uzbekistan,South Africa,0.669849,0.669849,0.807039,0.025726,0.5
Vanuatu,South Africa,0.778218,0.778218,0.760753,0.021038,0.5625
Vatican,South Africa,0.523184,0.523184,0.571888,0.063657,0.46875
Venezuela,South Africa,0.61413,0.61413,0.567426,0.298362,0.5625
Vietnam,South Africa,0.614311,0.614311,-0.001834,0.061159,0.46875
Washington,South Africa,0.617441,0.617441,0.84296,0.064445,0.53125
West Virginia,South Africa,0.631202,0.631202,0.83336,0.065782,0.5625
Western Sahara,South Africa,0.72926,0.72926,0.830325,0.014132,0.53125
Zambia,South Africa,0.756376,0.756376,0.512118,0.031514,0.53125
Zimbabwe,South Africa,0.815451,0.815451,0.804515,0.054598,0.5
Andorra,South Carolina,0.497923,0.497923,0.33726,0.209912,0.40625
Armenia,South Carolina,0.60289,0.60289,0.467404,0.009992,0.515625
Bahrain,South Carolina,0.591602,0.591602,0.445508,0.015825,0.578125
Belarus,South Carolina,0.579807,0.579807,0.447364,0.018648,0.4375
Benin,South Carolina,0.566352,0.566352,0.349597,0.058411,0.78125
Cambodia,South Carolina,0.567518,0.567518,0.384697,0.160325,0.4375
District of Columbia,South Carolina,0.703095,0.703095,0.522357,0.043277,0.59375
East Timor,South Carolina,0.643904,0.643904,0.451137,0.035534,0.46875
Guam,South Carolina,0.693551,0.693551,0.40217,0.152634,0.4375
India,South Carolina,0.530498,0.530498,0.464181,0.191115,0.4375
Iran,South Carolina,0.489375,0.489375,0.504645,0.116685,0.5625
Marshall Islands,South Carolina,0.674283,0.674283,0.433803,0.05764,0.53125
Mississippi,South Carolina,0.779149,0.779149,0.428256,0.042608,0.59375
Qatar,South Carolina,0.620528,0.620528,0.239411,0.00568,0.46875
Russia,South Carolina,0.569103,0.569103,0.470077,0,0.53125
Solomon Islands,South Carolina,0.624132,0.624132,0.459737,0.047154,0.5
Somalia,South Carolina,0.667807,0.667807,0.263775,0.062209,0.65625
United Kingdom,South Carolina,0.59151,0.59151,0.510179,0.07586,0.53125
United Republic of Tanzania,South Carolina,0.56392,0.56392,0.469472,0.036619,0.40625
United States Virgin Islands,South Carolina,0.668058,0.668058,0.534703,0.139175,0.5
Vatican,South Carolina,0.475418,0.475418,0.362275,0.042773,0.5625
